customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST0367,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer,98.01,5002.09,No
CUST0368,Male,1,No,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card,63.3,3208.51,No
CUST0369,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,117.34,2653.1,No
CUST0370,Female,0,No,No,15,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,85.02,1232.27,Yes
CUST0371,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,49.61,2467.09,No
CUST0372,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,49.87,333.25,No
CUST0373,Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer,120.59,4335.64,Yes
CUST0374,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,57.54,3625.76,Yes
CUST0375,Female,0,Yes,No,52,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,103.28,5368.27,No
CUST0376,Male,0,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,104.4,5872.09,No
CUST0377,Female,1,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card,81.23,527.95,No
CUST0378,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,90.58,1311.34,No
CUST0379,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,34.51,670.17,No
CUST0380,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.49,1881.42,No
CUST0381,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,91.84,1289.4,Yes
CUST0382,Female,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,106.64,7434.31,No
CUST0383,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,68.04,858.54,Yes
CUST0384,Male,0,No,No,51,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,66.71,3403.3,No
CUST0385,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,44.35,1903.97,Yes
CUST0386,Male,0,No,No,44,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,75.43,3358.74,No
CUST0387,Male,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,38.1,609.2,Yes
CUST0388,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,110.35,2548.06,No
CUST0389,Female,0,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,63.29,2765.99,No
CUST0390,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.46,613.86,No
CUST0391,Female,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,51.38,2553.74,No
CUST0392,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card,82.09,300.94,No
CUST0393,Male,0,No,No,6,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,76.35,473.93,No
CUST0394,Female,0,Yes,Yes,53,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,47.35,2516.41,No
CUST0395,Female,1,Yes,No,45,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer,79.2,3539.59,Yes
CUST0396,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,42.46,192.62,No
CUST0397,Male,0,Yes,No,65,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer,39.06,2504.96,No
CUST0398,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,87.81,87.81,No
CUST0399,Male,0,No,Yes,69,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,68.2,4691.83,No
CUST0400,Male,0,Yes,Yes,53,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,76.9,4124.56,No
CUST0401,Female,0,Yes,No,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,78.31,5685.77,No
CUST0402,Female,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,119.94,8264.58,No
CUST0403,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.89,1015.62,No
CUST0404,Female,1,Yes,Yes,55,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,76.19,4149.44,No
CUST0405,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,93.55,1498.75,Yes
CUST0406,Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,90.05,3065.75,Yes
CUST0407,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,100.37,1826.4,Yes
CUST0408,Male,0,No,Yes,35,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,79.96,2821.37,No
CUST0409,Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,85.25,5365.81,No
CUST0410,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer,53.16,1715.02,No
CUST0411,Male,1,Yes,Yes,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,39.84,261.36,Yes
CUST0412,Male,0,No,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,66.63,1612.55,No
CUST0413,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.44,2178.4,No
CUST0414,Male,1,Yes,No,38,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card,82.44,3144.21,No
CUST0415,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,90.36,3714.22,No
CUST0416,Female,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,100.47,3216.76,No
CUST0417,Female,0,No,No,22,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,45.58,1022.62,No
CUST0418,Male,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer,89.81,3912.38,No
CUST0419,Male,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,47.86,2174.94,No
CUST0420,Female,1,No,No,65,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card,92.96,6035.65,No
CUST0421,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.19,1682.47,No
CUST0422,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,78.27,5625.27,No
CUST0423,Female,0,Yes,No,60,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,45.56,2724.23,No
CUST0424,Female,1,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.1,219.34,No
CUST0425,Male,0,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,106.11,3080.75,Yes
CUST0426,Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,46.09,1316.26,Yes
CUST0427,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,60.38,67.92,No
CUST0428,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,77.9,1077.21,No
CUST0429,Male,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,58.98,3247.24,Yes
CUST0430,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,18.0,486.24,No
CUST0431,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,92.12,1043.16,Yes
CUST0432,Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.09,2098.58,Yes
CUST0433,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,93.93,1837.41,Yes
CUST0434,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,100.85,1268.1,Yes
CUST0435,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,67.79,534.16,No
CUST0436,Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,85.08,4706.03,No
CUST0437,Female,0,Yes,No,60,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,48.68,2965.68,No
CUST0438,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,34.08,1241.8,No
CUST0439,Male,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,66.22,2964.01,No
CUST0440,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.79,1767.19,No
CUST0441,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,91.6,5613.3,No
CUST0442,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,83.88,223.8,No
CUST0443,Male,1,No,No,69,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,123.17,8473.27,No
CUST0444,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,70.85,No
CUST0445,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer,83.75,170.35,Yes
CUST0446,Female,0,No,No,30,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,46.37,1406.62,No
CUST0447,Male,0,Yes,Yes,54,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,65.02,3540.9,Yes
CUST0448,Female,0,Yes,No,6,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,65.75,420.62,No
CUST0449,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,105.21,2314.64,No
CUST0450,Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.91,1581.8,Yes
CUST0451,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,38.56,1101.47,Yes
CUST0452,Female,0,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.25,5794.23,No
CUST0453,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,64.78,1537.94,No
CUST0454,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,74.26,1168.0,No
CUST0455,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.13,300.37,No
CUST0456,Female,0,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.33,625.97,Yes
CUST0457,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,82.06,809.07,No
CUST0458,Female,1,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.78,1602.26,No
CUST0459,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,85.46,2692.14,Yes
CUST0460,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,18.0,604.87,No
CUST0461,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,51.72,3071.01,No
CUST0462,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.47,3233.95,No
CUST0463,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,81.45,996.54,No
CUST0464,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,109.7,3066.48,No
CUST0465,Male,1,Yes,No,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,68.62,1560.16,No
CUST0466,Female,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,67.58,4072.72,No
CUST0467,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,67.7,1581.01,No
CUST0468,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,96.28,962.33,No
CUST0469,Male,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,36.32,1904.55,No
CUST0470,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,61.85,1924.11,No
CUST0471,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,100.14,695.15,No
CUST0472,Female,0,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,98.96,4941.97,No
CUST0473,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,79.77,1263.51,No
CUST0474,Male,1,No,No,63,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,42.23,2683.61,No
CUST0475,Female,0,No,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.21,4818.85,No
CUST0476,Female,1,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,76.19,2083.02,No
CUST0477,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,93.86,3881.67,No
CUST0478,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer,92.72,3812.99,No
CUST0479,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,34.0,1619.34,No
CUST0480,Male,1,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,91.46,483.31,Yes
CUST0481,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card,99.26,2393.88,Yes
CUST0482,Female,1,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,83.47,1150.19,No
CUST0483,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card,92.11,4705.36,No
CUST0484,Female,0,No,Yes,5,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,36.41,199.49,No
CUST0485,Male,1,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,112.99,4300.88,No
CUST0486,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.4,2615.72,No
CUST0487,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,68.34,4708.99,No
CUST0488,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,71.82,1515.58,No
CUST0489,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,76.16,89.19,No
CUST0490,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,84.24,4493.58,No
CUST0491,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,63.22,70.94,No
CUST0492,Female,0,No,No,5,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card,100.86,492.73,No
CUST0493,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,18.0,1287.83,No
CUST0494,Female,0,Yes,Yes,63,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,53.24,3321.05,No
CUST0495,Male,0,No,No,51,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,34.84,1818.37,No
CUST0496,Male,0,Yes,No,61,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.85,3393.32,No
CUST0497,Male,0,No,Yes,6,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,117.15,727.09,Yes
CUST0498,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,125.0,881.91,Yes
CUST0499,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,94.22,2080.43,Yes
CUST0500,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.51,58.08,Yes
CUST0501,Male,0,Yes,No,64,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,68.01,4332.95,No
CUST0502,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,98.52,468.39,Yes
CUST0503,Female,1,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer,61.87,2518.01,Yes
CUST0504,Female,0,Yes,No,62,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.7,3828.25,No
CUST0505,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,67.83,3623.12,No
CUST0506,Male,0,Yes,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,53.18,938.68,No
CUST0507,Female,0,No,No,34,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,76.52,2591.41,No
CUST0508,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,90.24,3620.19,Yes
CUST0509,Male,0,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,47.1,2638.73,No
CUST0510,Male,1,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,74.75,2288.32,No
CUST0511,Female,0,No,Yes,21,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,69.39,1452.55,No
CUST0512,Female,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.94,3085.21,No
CUST0513,Female,1,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,125.0,7987.52,Yes
CUST0514,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,87.73,3150.16,No
CUST0515,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.26,263.45,Yes
CUST0516,Male,1,No,No,37,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,99.49,3733.92,Yes
CUST0517,Female,1,No,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,76.12,4901.95,No
CUST0518,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,1308.54,No
CUST0519,Male,0,No,No,29,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,76.5,2212.17,Yes
CUST0520,Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,109.37,1187.05,Yes
CUST0521,Male,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,48.5,2030.05,No
CUST0522,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,88.25,5311.68,No
CUST0523,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1260.11,No
CUST0524,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,84.95,344.45,No
CUST0525,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,60.2,1291.52,No
CUST0526,Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,49.79,1774.37,No
CUST0527,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,85.59,705.13,Yes
CUST0528,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,83.03,5300.27,No
CUST0529,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,73.44,673.32,No
CUST0530,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.46,2242.56,No
CUST0531,Female,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,97.98,6544.27,No
CUST0532,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,97.79,4850.26,Yes
CUST0533,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,72.42,3932.53,No
CUST0534,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,60.37,1148.78,No
CUST0535,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,94.72,5690.65,No
CUST0536,Male,0,No,No,31,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,62.89,1920.05,No
CUST0537,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,119.09,621.6,Yes
CUST0538,Male,1,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.92,2053.65,No
CUST0539,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,125.0,3283.74,Yes
CUST0540,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,73.08,2786.3,Yes
CUST0541,Female,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,100.25,1978.34,Yes
CUST0542,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card,105.68,3604.58,Yes
CUST0543,Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,85.65,2671.9,No
CUST0544,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,83.62,1993.19,No
CUST0545,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,109.02,5523.97,No
CUST0546,Male,1,No,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,72.01,1586.73,No
CUST0547,Male,0,No,No,56,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,74.31,4136.34,No
CUST0548,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,62.32,1212.1,No
CUST0549,Female,0,No,Yes,63,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,101.61,6391.25,No
CUST0550,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.31,2346.49,Yes
